n,threshold,hr,category,ate,lower_ci,upper_ci
842,7,7,is_cardiac_arrest,-24.53480938693062,-41.093813650252144,-11.872302690771164
820,8,7,is_cardiac_arrest,-33.39753437586796,-42.34697467102953,-23.80427777311735
788,9,7,is_cardiac_arrest,-40.40238746601614,-48.69738630354655,-28.190508961307017
759,10,7,is_cardiac_arrest,-44.64001432869708,-52.74782946959951,-36.634787733379596
710,11,7,is_cardiac_arrest,-42.00018395149107,-50.8852709243113,-34.52696538678018
670,12,7,is_cardiac_arrest,-44.390641809204425,-50.85693066032425,-37.178027518348074
631,13,7,is_cardiac_arrest,-44.03436748615735,-50.1467329452349,-36.94510726471461
581,14,7,is_cardiac_arrest,-43.180615041062225,-49.6917789874482,-37.526969904547826
533,15,7,is_cardiac_arrest,-41.63292216449963,-49.01907558444546,-35.38252127334559
496,16,7,is_cardiac_arrest,-41.82667257337627,-47.97307041338297,-35.26932587078409
460,17,7,is_cardiac_arrest,-40.307438779054365,-48.36340149617837,-33.702169764600995
418,18,7,is_cardiac_arrest,-40.46823864839166,-46.1095603773461,-34.22088902803401
384,19,7,is_cardiac_arrest,-39.52375001903124,-44.36290160554324,-32.88246629746601
358,20,7,is_cardiac_arrest,-38.866854207985256,-46.209700919109025,-32.92020618176363
326,21,7,is_cardiac_arrest,-40.47771060572879,-47.42460694591105,-34.96814525632311
301,22,7,is_cardiac_arrest,-39.21996636952903,-47.64753740150934,-33.12541908563708
273,23,7,is_cardiac_arrest,-38.77087888688894,-45.55468834245508,-30.762708965544732
248,24,7,is_cardiac_arrest,-40.00706206615959,-48.6733680799492,-34.10668036336483
230,25,7,is_cardiac_arrest,-41.15342455568836,-49.62222217343606,-33.138681983603306
213,26,7,is_cardiac_arrest,-42.09525094256776,-49.29795068716314,-34.81992219550503
194,27,7,is_cardiac_arrest,-44.78638280769903,-51.15192893567806,-38.261939277167585
181,28,7,is_cardiac_arrest,-42.68281767516359,-49.478373749501685,-34.60603814123522
172,29,7,is_cardiac_arrest,-45.30626418908611,-54.67828579062575,-36.04914961440207
155,30,7,is_cardiac_arrest,-47.62763660661864,-56.48808219287551,-39.29950626029674
143,31,7,is_cardiac_arrest,-45.40472075033381,-53.97018502540544,-36.68787935899809
138,32,7,is_cardiac_arrest,-43.861413710527074,-51.17394067178461,-35.82087192771141
124,33,7,is_cardiac_arrest,-45.33346644871895,-56.0233209659867,-34.92667598906428
116,34,7,is_cardiac_arrest,-43.79858962088488,-52.72559730187908,-34.85828624996162
108,35,7,is_cardiac_arrest,-43.868922559112946,-53.91923356620296,-34.973188871804666
97,36,7,is_cardiac_arrest,-42.69424240409788,-53.61852719326134,-32.566393077352785
91,37,7,is_cardiac_arrest,-41.54417959583884,-55.282530089559714,-27.43704985470086
81,38,7,is_cardiac_arrest,-42.50479785361887,-56.1615667833145,-26.026938289397123
75,39,7,is_cardiac_arrest,-41.99707981115907,-52.41788862384303,-28.78334472200254
67,40,7,is_cardiac_arrest,-46.241373606949935,-59.66170916302795,-33.91735309553306
843,5,8,is_cardiac_arrest,-22.07650844491056,-47.268311132222294,0.02783764514174436
838,6,8,is_cardiac_arrest,-22.587047793905555,-36.644192504339685,-7.56547846910874
828,7,8,is_cardiac_arrest,-23.91677426919847,-36.60319335095656,-13.682949150847861
805,8,8,is_cardiac_arrest,-33.992980937703095,-45.35554432755217,-23.573685616576597
775,9,8,is_cardiac_arrest,-41.460325644970595,-51.02756894140725,-31.101044999435516
739,10,8,is_cardiac_arrest,-43.27064638911668,-52.02657344806761,-33.48401263966528
699,11,8,is_cardiac_arrest,-45.342836628214314,-53.463317673479764,-38.56587214142462
661,12,8,is_cardiac_arrest,-42.85840863454587,-49.1302443819979,-35.24240723387831
616,13,8,is_cardiac_arrest,-42.06893584962765,-47.6658451136002,-36.37758056622164
567,14,8,is_cardiac_arrest,-42.006495589212136,-47.593861845366035,-36.748838953186976
533,15,8,is_cardiac_arrest,-43.16427224786878,-49.47072928071046,-37.463811698384745
483,16,8,is_cardiac_arrest,-41.70949443620614,-49.6512527233117,-37.13217133421864
437,17,8,is_cardiac_arrest,-41.952962206963036,-48.49731987441186,-35.374015160861916
398,18,8,is_cardiac_arrest,-39.23805983918524,-44.832696487491575,-33.06983404553969
367,19,8,is_cardiac_arrest,-43.66968247725276,-50.911947373303946,-37.76543807485345
338,20,8,is_cardiac_arrest,-41.94405544676107,-49.211923501247924,-35.18987904420584
307,21,8,is_cardiac_arrest,-43.045322829256634,-50.2321043949446,-36.58514052391959
286,22,8,is_cardiac_arrest,-40.53053016443039,-46.33376821387543,-34.52094439694798
262,23,8,is_cardiac_arrest,-39.170485213442134,-46.2028543723265,-32.780674929032386
243,24,8,is_cardiac_arrest,-38.412947887916545,-44.88869117649136,-32.63557755857698
225,25,8,is_cardiac_arrest,-38.90883641544394,-45.090729825497874,-32.6609044735832
205,26,8,is_cardiac_arrest,-41.499947564636614,-47.35069951306761,-35.40048980148728
186,27,8,is_cardiac_arrest,-44.3598872519581,-54.07618405498317,-37.15903998157964
170,28,8,is_cardiac_arrest,-42.69394178685039,-49.8194641466165,-35.41863990603284
157,29,8,is_cardiac_arrest,-43.50964663855294,-51.63396248811037,-33.334179690513594
142,30,8,is_cardiac_arrest,-42.074222822065906,-53.46328558053753,-31.012632414816864
135,31,8,is_cardiac_arrest,-44.3865604012733,-53.25635475010472,-35.69353928011796
121,32,8,is_cardiac_arrest,-48.51291372045128,-57.61668610626552,-39.289667680067055
114,33,8,is_cardiac_arrest,-44.54059118171111,-56.863643750232654,-32.5859008043044
106,34,8,is_cardiac_arrest,-47.02094352811517,-58.819527639012506,-32.951704861813795
98,35,8,is_cardiac_arrest,-50.14683416615452,-62.54762648365491,-37.44965212153818
92,36,8,is_cardiac_arrest,-49.004435119141846,-63.30918465826187,-38.54376226602045
87,37,8,is_cardiac_arrest,-49.25123577746362,-66.88953100770888,-36.92427692184498
82,38,8,is_cardiac_arrest,-53.94942489778879,-66.73316236354077,-42.327391613672575
78,39,8,is_cardiac_arrest,-51.29035530491916,-62.81132283142807,-36.64605342189887
72,40,8,is_cardiac_arrest,-53.45336752121764,-71.124688226583,-34.89861941500865
836,5,9,is_cardiac_arrest,-25.47544257042162,-47.322550030702814,-10.324232545456454
832,6,9,is_cardiac_arrest,-20.779305462048995,-39.52912608639761,-3.004621453606319
817,7,9,is_cardiac_arrest,-38.22025507657679,-57.97272989795189,-23.06201984290854
797,8,9,is_cardiac_arrest,-44.53892328900534,-56.84465163383962,-32.90478674901192
763,9,9,is_cardiac_arrest,-49.19238258482895,-62.24167316219226,-36.31066263761298
731,10,9,is_cardiac_arrest,-49.973507978623104,-59.32579615030511,-40.1966446725645
691,11,9,is_cardiac_arrest,-47.1312241890281,-54.188010283517286,-37.72432629364616
641,12,9,is_cardiac_arrest,-46.46290956519681,-54.20215921715709,-40.44646277754637
596,13,9,is_cardiac_arrest,-44.253690395253926,-51.71611686807202,-38.54708881574305
554,14,9,is_cardiac_arrest,-44.12497464187064,-50.74559730647641,-37.004662448133615
505,15,9,is_cardiac_arrest,-42.48216058048709,-48.07109711903854,-36.24916719318372
461,16,9,is_cardiac_arrest,-42.00598908904928,-50.205267604525176,-35.773924243845215
425,17,9,is_cardiac_arrest,-42.40616667357352,-49.68395268676767,-36.745076238220236
383,18,9,is_cardiac_arrest,-41.50266043531826,-47.48426866596654,-35.32202177627181
350,19,9,is_cardiac_arrest,-41.73358294791342,-48.420665179787505,-36.528983342378694
326,20,9,is_cardiac_arrest,-42.517324312165044,-50.01254625324185,-35.748287741560176
301,21,9,is_cardiac_arrest,-43.03377372834569,-50.707424556185316,-37.04352423875386
279,22,9,is_cardiac_arrest,-43.21787237316542,-49.551856489771694,-36.89719929255051
248,23,9,is_cardiac_arrest,-41.543539595211314,-48.73766158815499,-34.227414149200825
229,24,9,is_cardiac_arrest,-40.04103306009512,-45.6627338156419,-32.16129737801501
214,25,9,is_cardiac_arrest,-40.8040018442652,-47.330900325954474,-33.03624267861235
200,26,9,is_cardiac_arrest,-38.85819506546119,-45.8684069150506,-31.116526878326084
178,27,9,is_cardiac_arrest,-42.298005366155024,-50.8343461901936,-31.791183180803813
160,28,9,is_cardiac_arrest,-41.309381025237656,-49.20771773828696,-34.4348595131986
149,29,9,is_cardiac_arrest,-40.06863248880791,-50.94352325952258,-31.289126414817332
138,30,9,is_cardiac_arrest,-40.76488577085311,-52.3210374526962,-32.22698171116545
130,31,9,is_cardiac_arrest,-42.56396212585082,-52.083347188704295,-34.028006885156685
119,32,9,is_cardiac_arrest,-43.68210964215737,-54.283077386864676,-32.976940291844755
113,33,9,is_cardiac_arrest,-44.2751754294558,-55.93286205444292,-33.7776748034986
105,34,9,is_cardiac_arrest,-40.554918363783514,-51.11442266064506,-28.457537311284682
97,35,9,is_cardiac_arrest,-42.90023785764109,-53.87605883510065,-28.79192499119739
91,36,9,is_cardiac_arrest,-44.677762156155154,-54.868064306905666,-30.104889503109405
85,37,9,is_cardiac_arrest,-44.30787616664276,-57.56055169329127,-30.232531925181036
82,38,9,is_cardiac_arrest,-46.10509466117054,-59.37003409746373,-27.89788447406275
79,39,9,is_cardiac_arrest,-44.634874413307045,-59.91182535632947,-31.175962658077736
69,40,9,is_cardiac_arrest,-44.5329604617005,-59.956884172268985,-28.248630637740405
827,5,10,is_cardiac_arrest,-12.702672592656626,-49.102721666978084,3.638729825041935
818,6,10,is_cardiac_arrest,-33.6685085066066,-56.40880038323206,-13.946000885501348
797,7,10,is_cardiac_arrest,-45.81885914198111,-58.115349838180975,-28.19560599867509
774,8,10,is_cardiac_arrest,-50.896601264952295,-68.72100267366179,-31.41027608890991
743,9,10,is_cardiac_arrest,-48.5294686683539,-58.9077806111855,-36.006665326155854
702,10,10,is_cardiac_arrest,-49.759476831013615,-57.770676683863655,-42.03180363647962
663,11,10,is_cardiac_arrest,-47.560945021635604,-56.1301763443324,-39.52345835672972
624,12,10,is_cardiac_arrest,-47.794328461109785,-53.74882613124987,-39.70240143575913
583,13,10,is_cardiac_arrest,-44.5822743521756,-50.72621684891132,-37.053135935530975
545,14,10,is_cardiac_arrest,-43.80099275619642,-51.32864472115378,-37.74030363778985
489,15,10,is_cardiac_arrest,-40.767474752900995,-46.34317171933242,-34.83571001366832
441,16,10,is_cardiac_arrest,-41.8079995621556,-48.538800627275975,-36.51486735166151
411,17,10,is_cardiac_arrest,-43.38882041275883,-50.10542315340615,-37.13350157008625
366,18,10,is_cardiac_arrest,-44.3977852604221,-50.61560470455714,-38.087319495429256
327,19,10,is_cardiac_arrest,-44.286894747308935,-51.881512881112144,-38.83247302215861
307,20,10,is_cardiac_arrest,-44.486152450607335,-52.66814708531783,-37.994013890002094
284,21,10,is_cardiac_arrest,-44.57953444977238,-51.475355733681226,-38.274999269244574
268,22,10,is_cardiac_arrest,-44.372571990486705,-51.21634682922374,-36.51715177407638
251,23,10,is_cardiac_arrest,-45.041904958611354,-52.17021901144457,-39.15389230717767
228,24,10,is_cardiac_arrest,-45.50774860129076,-54.72654124786868,-39.83067256174522
207,25,10,is_cardiac_arrest,-45.43903417857277,-53.10239932716223,-38.86972727358051
192,26,10,is_cardiac_arrest,-43.65656761633099,-51.33434222002367,-33.8348920668891
176,27,10,is_cardiac_arrest,-41.9085531239669,-51.1411987761131,-34.530780198067646
161,28,10,is_cardiac_arrest,-45.01440856782156,-53.85675861696828,-37.15400582701892
144,29,10,is_cardiac_arrest,-45.41808947704271,-55.578908542502745,-37.965704272112845
134,30,10,is_cardiac_arrest,-45.27569147179804,-55.801653967435044,-38.46805394440071
123,31,10,is_cardiac_arrest,-47.67332749102698,-59.54925537177928,-36.42494631295057
117,32,10,is_cardiac_arrest,-48.36534581207073,-59.30259641810167,-39.68167839679094
107,33,10,is_cardiac_arrest,-49.8933742977006,-61.6030736288441,-39.605939960370875
96,34,10,is_cardiac_arrest,-46.9693519575855,-58.2188869420707,-35.19474360877021
88,35,10,is_cardiac_arrest,-49.41776754213521,-63.02710019615117,-37.70803806610016
82,36,10,is_cardiac_arrest,-54.600921283676854,-68.02762890124649,-40.45373300207811
78,37,10,is_cardiac_arrest,-53.572858874243536,-72.05869945165267,-37.26779783136175
73,38,10,is_cardiac_arrest,-57.44449792810849,-76.76884211855446,-39.163273321820384
69,39,10,is_cardiac_arrest,-57.538556777288676,-73.78443777181391,-42.48785823835439
65,40,10,is_cardiac_arrest,-53.78890848191389,-70.87802566562974,-35.39205350012648
824,5,11,is_cardiac_arrest,-33.27873116479978,-43.67044813832206,-22.803599685083725
815,6,11,is_cardiac_arrest,-23.5884720492422,-37.31567133155545,-12.42162608093156
803,7,11,is_cardiac_arrest,-27.263215707948774,-37.0862152674822,-18.5604868328669
780,8,11,is_cardiac_arrest,-35.298953981310234,-45.96112922980939,-27.10700242142238
745,9,11,is_cardiac_arrest,-44.526073078923645,-54.44182279730893,-33.10304161823083
692,10,11,is_cardiac_arrest,-42.790172246277336,-50.28816620485182,-33.09520179101267
661,11,11,is_cardiac_arrest,-41.89633881797113,-49.83493854788776,-33.28978149141162
618,12,11,is_cardiac_arrest,-43.45643599379221,-49.991201389782674,-38.263558795076705
581,13,11,is_cardiac_arrest,-42.417017721039855,-48.676854003234894,-34.61875365760022
538,14,11,is_cardiac_arrest,-41.21238759348353,-49.332986084941695,-34.529953953615205
495,15,11,is_cardiac_arrest,-39.23972989877606,-44.843568420239194,-33.09280631173323
449,16,11,is_cardiac_arrest,-39.8198745290934,-46.046866599205714,-32.71141666406953
405,17,11,is_cardiac_arrest,-39.25057263216638,-45.1158403921433,-34.42466058937953
366,18,11,is_cardiac_arrest,-39.40520287113,-46.879290953738035,-33.459664820970886
328,19,11,is_cardiac_arrest,-41.821781394147166,-47.66094875765671,-36.209437720884125
304,20,11,is_cardiac_arrest,-41.995275409341644,-48.63298541879237,-35.11935852293061
280,21,11,is_cardiac_arrest,-42.325283663939786,-47.50200495553389,-36.57274995854283
261,22,11,is_cardiac_arrest,-44.708857851044655,-50.859314307230136,-38.329894919229815
243,23,11,is_cardiac_arrest,-45.28568726291317,-53.794228959447594,-38.42851955940495
218,24,11,is_cardiac_arrest,-43.035841572194755,-49.544590003667565,-37.32541091207119
201,25,11,is_cardiac_arrest,-42.2640439598091,-51.00791764775093,-35.24895243807313
187,26,11,is_cardiac_arrest,-39.66749459375072,-50.766317193515306,-32.28765179300069
171,27,11,is_cardiac_arrest,-38.33537341342142,-46.28924730611652,-30.81432600534589
158,28,11,is_cardiac_arrest,-37.384668846555456,-45.34112219114425,-29.254718195216782
146,29,11,is_cardiac_arrest,-37.14379054829644,-48.22912574667703,-28.64682592697247
139,30,11,is_cardiac_arrest,-35.26920668854871,-43.5104291717177,-26.233884732257735
129,31,11,is_cardiac_arrest,-37.12770949481154,-46.234493054910814,-26.376291329659153
117,32,11,is_cardiac_arrest,-44.34018248084914,-53.551410024900576,-36.19376977773874
109,33,11,is_cardiac_arrest,-44.59378254242256,-54.44534424668936,-34.392214105479155
101,34,11,is_cardiac_arrest,-44.41980923325053,-57.5702004715568,-33.54120964481322
92,35,11,is_cardiac_arrest,-45.34120552186516,-55.604237175921355,-33.140434493762854
84,36,11,is_cardiac_arrest,-47.64847364982495,-58.39725534940982,-35.338187340921195
79,37,11,is_cardiac_arrest,-46.17970055875185,-60.61453051979288,-33.026490470348136
71,38,11,is_cardiac_arrest,-45.8102871720032,-66.14628815040132,-30.344140573707705
65,39,11,is_cardiac_arrest,-45.37858005863427,-65.22528762471939,-26.747804742582872
61,40,11,is_cardiac_arrest,-43.12446271566057,-70.48165049773547,-24.91154221574638
821,5,12,is_cardiac_arrest,-39.742427346222684,-53.55596577282901,-22.296369634068412
810,6,12,is_cardiac_arrest,-35.475413759866996,-44.31811106599935,-23.426512311949836
792,7,12,is_cardiac_arrest,-29.720712243182078,-39.16381331233114,-22.57331313850662
770,8,12,is_cardiac_arrest,-38.615078760017894,-51.18308122309881,-27.15402094895424
737,9,12,is_cardiac_arrest,-49.93379977213701,-60.85945791871882,-39.05935760315657
685,10,12,is_cardiac_arrest,-47.83500604700558,-54.611717999231104,-36.51051835464102
652,11,12,is_cardiac_arrest,-45.038332353972834,-52.50996923592547,-37.138526467533524
613,12,12,is_cardiac_arrest,-44.568071198482755,-51.96519091953647,-38.16902480509637
572,13,12,is_cardiac_arrest,-43.795194760231624,-50.222736926931276,-37.415766311506616
526,14,12,is_cardiac_arrest,-43.8515924517925,-50.274614516524935,-38.91945158608246
476,15,12,is_cardiac_arrest,-40.37248288445957,-45.37050107261996,-33.94787720451535
437,16,12,is_cardiac_arrest,-39.69839915786878,-44.78879278476137,-32.50507396656661
398,17,12,is_cardiac_arrest,-39.54578415024491,-45.97221785141551,-34.06064406809077
359,18,12,is_cardiac_arrest,-39.54250719514749,-47.312877601004885,-33.95543164435975
330,19,12,is_cardiac_arrest,-39.003894241631855,-46.898667284772586,-32.69611880150572
304,20,12,is_cardiac_arrest,-38.71680415036985,-45.54332332936991,-33.13399742532073
279,21,12,is_cardiac_arrest,-40.495637680898,-47.63756545205433,-33.626800755179886
260,22,12,is_cardiac_arrest,-41.910002518966195,-49.621911786477,-34.67734020521462
244,23,12,is_cardiac_arrest,-41.46268746409882,-49.31432121177997,-34.88126561748018
220,24,12,is_cardiac_arrest,-40.9567997107155,-46.48744727215231,-33.41949126746704
201,25,12,is_cardiac_arrest,-40.22633016099854,-46.741791482260595,-31.288708848023873
184,26,12,is_cardiac_arrest,-43.04307524325756,-52.67765368001389,-34.25492871313858
170,27,12,is_cardiac_arrest,-38.42479404613269,-49.08287390815718,-29.56029576031503
159,28,12,is_cardiac_arrest,-39.74587955509426,-48.21181906386232,-30.854221721883874
149,29,12,is_cardiac_arrest,-38.54110996734241,-45.775215887025695,-28.009169289166522
136,30,12,is_cardiac_arrest,-39.3173401760053,-51.055532885051036,-30.707023967017932
124,31,12,is_cardiac_arrest,-42.564717437200386,-55.7176944259206,-33.21311033349602
113,32,12,is_cardiac_arrest,-44.91042723707474,-58.45896202020322,-32.198393602686025
106,33,12,is_cardiac_arrest,-46.26964904734939,-57.78605193824626,-37.252820282959334
101,34,12,is_cardiac_arrest,-48.19376364698152,-61.22031545798626,-36.83935291373405
89,35,12,is_cardiac_arrest,-51.49175206630537,-64.21795797295303,-38.61974116329222
85,36,12,is_cardiac_arrest,-53.73746340889181,-67.41546578648894,-43.75335952730862
77,37,12,is_cardiac_arrest,-58.40988459260524,-74.93667671181308,-41.530973654418574
72,38,12,is_cardiac_arrest,-58.79359740024273,-74.40856420624229,-44.0311117777172
67,39,12,is_cardiac_arrest,-60.87362723327482,-84.1628600510027,-45.00265547287455
64,40,12,is_cardiac_arrest,-60.80821541180683,-81.9098204543121,-41.53375602667643
810,5,13,is_cardiac_arrest,-30.863363883732404,-49.46759925337824,-11.008024933925128
803,6,13,is_cardiac_arrest,-28.175420240713464,-40.75089523969962,-12.364930214626156
792,7,13,is_cardiac_arrest,-30.831060346717322,-49.425877692804306,-15.952539192370693
764,8,13,is_cardiac_arrest,-44.22920555367108,-56.577079400366244,-30.4040600748651
723,9,13,is_cardiac_arrest,-47.92606999534178,-60.07027013239656,-36.45893584068986
675,10,13,is_cardiac_arrest,-42.85872393215101,-50.928184357475345,-34.90450092884558
633,11,13,is_cardiac_arrest,-42.37156475061067,-48.9589637264408,-35.33505067363785
593,12,13,is_cardiac_arrest,-44.17966795737314,-50.467846331583246,-38.120225854109094
547,13,13,is_cardiac_arrest,-41.179195529971224,-47.129411975969276,-34.307687971959865
510,14,13,is_cardiac_arrest,-42.65400756937768,-49.97864474383397,-37.5543456650949
473,15,13,is_cardiac_arrest,-41.83470416493995,-50.93244589587792,-35.686287034948606
426,16,13,is_cardiac_arrest,-40.6603459351081,-46.42717687175525,-34.86630949761215
391,17,13,is_cardiac_arrest,-40.10568877696028,-45.13572961617163,-33.98596799173416
349,18,13,is_cardiac_arrest,-40.170084188196256,-45.27313148007275,-34.62654221741545
319,19,13,is_cardiac_arrest,-39.094430765612,-45.963194302084304,-33.443795757904326
302,20,13,is_cardiac_arrest,-37.88521907519916,-44.01532366148953,-32.27296766800484
276,21,13,is_cardiac_arrest,-36.704907770338394,-44.22288844100618,-29.71322641258851
259,22,13,is_cardiac_arrest,-37.79529927355486,-43.920682605160465,-31.762476114582626
239,23,13,is_cardiac_arrest,-39.22458770847663,-47.77739005204538,-32.072618315883744
214,24,13,is_cardiac_arrest,-37.8181924946345,-44.01677710318154,-29.064991592002144
199,25,13,is_cardiac_arrest,-38.20852691942173,-48.27851590409881,-32.236953669778046
184,26,13,is_cardiac_arrest,-37.57554350177392,-44.67348157795709,-28.74575022866287
168,27,13,is_cardiac_arrest,-35.80407680573583,-42.04238862319954,-26.032107693047095
156,28,13,is_cardiac_arrest,-34.336670642656344,-43.598707798122916,-25.152831515286977
142,29,13,is_cardiac_arrest,-37.62781854467573,-48.53825864577212,-28.420761574756114
131,30,13,is_cardiac_arrest,-40.568812097494,-50.905622491988424,-32.306221002639376
121,31,13,is_cardiac_arrest,-39.45028037258632,-51.512101214607725,-31.320373047283766
110,32,13,is_cardiac_arrest,-40.57104350219484,-52.19986125622549,-32.52234402592313
97,33,13,is_cardiac_arrest,-35.79428543774938,-49.9262370238815,-25.158832643992554
87,34,13,is_cardiac_arrest,-38.55669086596933,-53.6469879619377,-24.59472035069149
80,35,13,is_cardiac_arrest,-45.731564135506176,-58.66980725930324,-32.74588638591706
75,36,13,is_cardiac_arrest,-44.31800450923532,-59.19143497011055,-30.844488522479963
67,37,13,is_cardiac_arrest,-46.95250671760317,-62.15402184360536,-32.32396171946206
64,38,13,is_cardiac_arrest,-47.97455784226398,-65.0678502702313,-29.36712504287459
62,39,13,is_cardiac_arrest,-48.55571394094821,-64.79410180025437,-30.50597349605522
54,40,13,is_cardiac_arrest,-41.88647359228622,-57.915881733351284,-23.986279558597175
805,5,14,is_cardiac_arrest,-57.97215242755138,-92.43069433623211,-26.746108305935564
797,6,14,is_cardiac_arrest,-43.66415391498512,-59.48201679804362,-27.99299524737083
787,7,14,is_cardiac_arrest,-39.32618966003392,-48.45978208243497,-28.5992743731712
761,8,14,is_cardiac_arrest,-36.97046100011886,-45.95716291275127,-26.618685874675748
726,9,14,is_cardiac_arrest,-42.21880716672115,-50.81858259315803,-32.907099319173795
674,10,14,is_cardiac_arrest,-43.14867177953474,-51.25447397305345,-34.654352687497294
629,11,14,is_cardiac_arrest,-38.15133211168353,-44.908380612355074,-31.210594502848863
581,12,14,is_cardiac_arrest,-39.40104876766256,-46.502959355078275,-32.54635389670969
543,13,14,is_cardiac_arrest,-36.201806264187525,-43.129477602024565,-29.480113469107692
497,14,14,is_cardiac_arrest,-38.47526293301914,-44.32672484249164,-33.415139074006504
464,15,14,is_cardiac_arrest,-38.04874515482709,-43.61102044951744,-31.529743384974893
425,16,14,is_cardiac_arrest,-36.799289850701,-42.50316288053975,-30.091635545654952
386,17,14,is_cardiac_arrest,-36.31663909049141,-42.994398311004744,-29.680934414361815
346,18,14,is_cardiac_arrest,-36.49083303218555,-43.540829197447465,-29.31407595923426
315,19,14,is_cardiac_arrest,-36.49803104596003,-41.97477135033256,-29.900498550109262
297,20,14,is_cardiac_arrest,-36.732554786749745,-44.560822553098404,-30.26173264994617
276,21,14,is_cardiac_arrest,-34.54229275123785,-41.421395895203545,-27.59688488283885
259,22,14,is_cardiac_arrest,-36.96418641133229,-43.60564025560569,-30.098020319386194
236,23,14,is_cardiac_arrest,-39.06246965462341,-44.871390865480834,-32.71148432035406
213,24,14,is_cardiac_arrest,-38.711513558167155,-46.68437784882539,-31.72608269490948
192,25,14,is_cardiac_arrest,-37.29485146539946,-45.471162423582314,-29.85546252049633
174,26,14,is_cardiac_arrest,-37.24648178385311,-45.856037596151054,-30.2155389493507
152,27,14,is_cardiac_arrest,-37.87864383263687,-45.46739714520737,-28.214309170273083
140,28,14,is_cardiac_arrest,-35.826298333970385,-47.15537118871296,-28.642303974579903
133,29,14,is_cardiac_arrest,-38.83638843119016,-51.739550553549066,-30.35644167542557
119,30,14,is_cardiac_arrest,-38.38846857302215,-49.310598716400875,-27.693219824756426
110,31,14,is_cardiac_arrest,-43.06645968599935,-53.21829912548114,-30.79259339948203
98,32,14,is_cardiac_arrest,-42.4333276408843,-53.28405134518948,-32.13494120481792
88,33,14,is_cardiac_arrest,-41.47777713196004,-52.79940259412439,-30.629836665302292
81,34,14,is_cardiac_arrest,-38.81075812856105,-49.72030293754477,-29.85543463919214
73,35,14,is_cardiac_arrest,-41.66813537585125,-53.509814909699344,-29.078179830571116
66,36,14,is_cardiac_arrest,-44.43950740990195,-62.65312585073994,-31.00475171443796
61,37,14,is_cardiac_arrest,-51.624861748092684,-71.35261231812763,-37.62156036455593
59,38,14,is_cardiac_arrest,-51.24526515216493,-69.66960264139925,-35.193596359187495
53,39,14,is_cardiac_arrest,-55.22516868385733,-71.95562518579459,-42.02809102369551
47,40,14,is_cardiac_arrest,-49.86228250635193,-68.37047975303909,-30.84147270728991
799,5,15,is_cardiac_arrest,-37.78329606581718,-67.17505475580217,-8.211522289287615
790,6,15,is_cardiac_arrest,-23.59562692267673,-43.18648039981943,-7.31307992087676
775,7,15,is_cardiac_arrest,-30.700842589667985,-45.83994476462274,-9.039098951828464
745,8,15,is_cardiac_arrest,-41.09033941551459,-49.83593159367038,-28.934851793483574
711,9,15,is_cardiac_arrest,-42.71331483498946,-51.64966341608621,-34.07950535508431
676,10,15,is_cardiac_arrest,-41.766867765100045,-49.78394264037789,-34.567672658177855
631,11,15,is_cardiac_arrest,-40.7990367379237,-48.031108654386514,-32.905402637025844
591,12,15,is_cardiac_arrest,-38.46369405509384,-45.14110837972598,-31.86139330313503
548,13,15,is_cardiac_arrest,-37.42105740027884,-45.10884230365565,-31.05412312156946
502,14,15,is_cardiac_arrest,-37.78766021649321,-43.36364972268922,-31.99834889496904
460,15,15,is_cardiac_arrest,-37.231945575851995,-44.68539556592296,-30.55255127767677
426,16,15,is_cardiac_arrest,-37.6862265561777,-43.09556493747462,-31.94237875705548
390,17,15,is_cardiac_arrest,-35.288121717092224,-41.431562500558755,-29.520458304671678
349,18,15,is_cardiac_arrest,-32.26153723441638,-37.784322761835824,-26.022376996479778
300,19,15,is_cardiac_arrest,-30.495757387097626,-38.75938541033557,-23.72260777011715
280,20,15,is_cardiac_arrest,-31.616897737715618,-38.876502777184214,-24.695024484758875
256,21,15,is_cardiac_arrest,-31.44326517153715,-39.40837558543154,-24.875344066147193
243,22,15,is_cardiac_arrest,-31.823008661557225,-41.291248395461736,-25.103579867667577
228,23,15,is_cardiac_arrest,-34.36678107211938,-43.754493158188126,-26.840267446898764
212,24,15,is_cardiac_arrest,-32.42103923099785,-41.638163228167116,-25.866467835254895
200,25,15,is_cardiac_arrest,-33.35728497109076,-41.44031123718227,-25.797568360625547
171,26,15,is_cardiac_arrest,-33.157114340314706,-41.36353846357753,-24.546954965024895
160,27,15,is_cardiac_arrest,-31.513234088808957,-40.030152604943396,-24.07808974573024
143,28,15,is_cardiac_arrest,-34.17565781560111,-43.69166491114751,-24.59895094245337
132,29,15,is_cardiac_arrest,-37.24581134615045,-46.19711309033275,-29.30918015751945
126,30,15,is_cardiac_arrest,-37.81845805333782,-45.65760223565533,-29.015030375275046
108,31,15,is_cardiac_arrest,-39.143005014411045,-50.41323394897026,-29.049015239110673
101,32,15,is_cardiac_arrest,-40.485720621130554,-51.55481117169512,-33.05205712440804
95,33,15,is_cardiac_arrest,-39.1205216047407,-50.89161743709775,-26.82167863402364
82,34,15,is_cardiac_arrest,-40.562778800046175,-55.80216632706012,-30.105941496545427
74,35,15,is_cardiac_arrest,-43.34848002735461,-58.66308061032885,-30.76731043923266
