n,threshold,hr,category,ate,lower_ci,upper_ci
70,36,15,is_cardiac_arrest,-46.13527302646722,-62.594528971578626,-31.847573114696985
62,37,15,is_cardiac_arrest,-46.89628823288473,-69.5746750059248,-26.819572422396504
58,38,15,is_cardiac_arrest,-46.88672535064842,-68.18497329154974,-30.549282993492113
52,39,15,is_cardiac_arrest,-43.19459290666714,-65.41306282383002,-21.229190980286717
50,40,15,is_cardiac_arrest,-42.46378433220423,-73.24321869892526,-22.543968815359165
793,5,16,is_cardiac_arrest,-15.54442154568008,-56.97149296128339,31.624483052400223
786,6,16,is_cardiac_arrest,-22.49112361444776,-53.853456142110986,-2.33186353844377
771,7,16,is_cardiac_arrest,-48.62594585135378,-70.77297394150597,-26.420173370126236
742,8,16,is_cardiac_arrest,-43.05663986241885,-53.98974778281641,-30.607245785853564
716,9,16,is_cardiac_arrest,-43.992607103564524,-53.553243392750574,-34.62664454884623
677,10,16,is_cardiac_arrest,-44.61137513932118,-54.86508942943786,-35.92729543570795
630,11,16,is_cardiac_arrest,-42.99027046124351,-51.04187787682838,-34.74368662065734
581,12,16,is_cardiac_arrest,-42.103201066393325,-50.37915789131648,-36.26899453248623
543,13,16,is_cardiac_arrest,-41.083129647605574,-47.6009977300879,-34.39736110015846
498,14,16,is_cardiac_arrest,-39.86252235980217,-46.21807416479274,-31.55087211039242
462,15,16,is_cardiac_arrest,-39.41288123809068,-44.85439608627806,-33.58382350746129
423,16,16,is_cardiac_arrest,-36.89442789883006,-43.288719454113874,-31.417071324296955
387,17,16,is_cardiac_arrest,-36.38675804458137,-42.69090392850052,-30.835212876602185
341,18,16,is_cardiac_arrest,-34.577590428024024,-40.5288753627901,-28.372004876704125
311,19,16,is_cardiac_arrest,-34.575838690631315,-41.60396988210738,-29.477484085315695
286,20,16,is_cardiac_arrest,-33.266005024314154,-40.78627427347894,-26.657166089547786
259,21,16,is_cardiac_arrest,-32.65992637173835,-38.158593897325034,-26.3639807094859
236,22,16,is_cardiac_arrest,-34.18224599779322,-41.75922187432013,-24.804806664774247
223,23,16,is_cardiac_arrest,-36.93312920520444,-45.450584339194734,-31.048701136572163
207,24,16,is_cardiac_arrest,-35.75337814441241,-43.29398507843791,-28.703321708913393
188,25,16,is_cardiac_arrest,-36.82202014969562,-45.17051473952978,-29.13478408484127
171,26,16,is_cardiac_arrest,-36.019352227737954,-46.86088261803266,-30.256097869998285
160,27,16,is_cardiac_arrest,-36.39355100878359,-45.18698244290729,-26.72327101792598
145,28,16,is_cardiac_arrest,-35.85837227071249,-45.426456615410586,-25.42774257171095
132,29,16,is_cardiac_arrest,-37.26769173562383,-48.123478766933715,-29.891188800870708
116,30,16,is_cardiac_arrest,-34.97655757319956,-43.92456301594669,-25.460329094492494
105,31,16,is_cardiac_arrest,-36.915578317088375,-49.350669648215444,-26.66832662889749
97,32,16,is_cardiac_arrest,-38.24198354515164,-49.54401083456082,-27.97351053744643
88,33,16,is_cardiac_arrest,-38.287771995319645,-52.1862063725232,-26.27406007196629
75,34,16,is_cardiac_arrest,-34.472554049335145,-51.719162000247394,-23.035448907097617
71,35,16,is_cardiac_arrest,-37.002506872348135,-51.19573540113825,-22.923995383981975
65,36,16,is_cardiac_arrest,-35.489335187978014,-49.54688906345751,-19.573143854189624
63,37,16,is_cardiac_arrest,-35.854698289995184,-55.878181109813966,-18.64981689434913
54,38,16,is_cardiac_arrest,-38.64967439519302,-61.709053476824835,-22.611107092631897
51,39,16,is_cardiac_arrest,-36.00095726774862,-55.367490495415666,-19.825249376910392
46,40,16,is_cardiac_arrest,-34.624049370897495,-65.5531830926939,-17.929466195434145
790,5,17,is_cardiac_arrest,-19.28449556373485,-69.55367253297803,31.34874630200096
784,6,17,is_cardiac_arrest,-37.49662736887586,-72.22821678861396,-10.817103438231584
772,7,17,is_cardiac_arrest,-52.18012103689625,-73.42627020070404,-28.44549145716462
743,8,17,is_cardiac_arrest,-44.046731080261196,-55.178772885412485,-31.516750161383953
718,9,17,is_cardiac_arrest,-44.30487779073525,-53.31668384401459,-36.00396319090052
672,10,17,is_cardiac_arrest,-44.92768619889608,-54.41161531272877,-37.72629239820074
630,11,17,is_cardiac_arrest,-41.385688260671,-50.23446515383998,-34.37077625553033
581,12,17,is_cardiac_arrest,-38.7265387544102,-46.27838268023234,-31.799849180596027
543,13,17,is_cardiac_arrest,-36.165406901474114,-42.42964967570978,-30.031700127793954
497,14,17,is_cardiac_arrest,-36.72914807339836,-43.57374093205692,-30.356334710603477
452,15,17,is_cardiac_arrest,-35.76680114566332,-42.74201834004663,-28.78154804783358
410,16,17,is_cardiac_arrest,-34.405522173378614,-40.755673661022286,-28.67081354518362
373,17,17,is_cardiac_arrest,-33.90649689232987,-40.224026641816664,-29.44537150479934
335,18,17,is_cardiac_arrest,-31.996042484790564,-37.606333328653506,-25.941982183702066
301,19,17,is_cardiac_arrest,-31.134004566105887,-39.25724888441741,-25.38508936386245
273,20,17,is_cardiac_arrest,-31.758610116757836,-38.257495526359065,-25.187800383396592
254,21,17,is_cardiac_arrest,-31.66321501607169,-39.1358040856251,-23.911884237950403
227,22,17,is_cardiac_arrest,-32.14100796742355,-38.96020159836209,-26.209729541519067
210,23,17,is_cardiac_arrest,-35.64354230849193,-42.394066671009,-29.63642564055681
196,24,17,is_cardiac_arrest,-35.89577303637989,-45.831493832212146,-28.256560365220224
180,25,17,is_cardiac_arrest,-36.6712294156213,-45.68301483577554,-28.903517178746768
167,26,17,is_cardiac_arrest,-35.65823313389191,-43.28817322648473,-27.552016011640433
157,27,17,is_cardiac_arrest,-36.00172288979198,-45.67505860839876,-28.824940628492556
143,28,17,is_cardiac_arrest,-33.92477628167552,-44.39903232458724,-24.474072842130028
133,29,17,is_cardiac_arrest,-31.896163576462158,-41.045921842410536,-23.268134594301245
119,30,17,is_cardiac_arrest,-31.85899431779663,-42.19872122975579,-22.770136367275484
109,31,17,is_cardiac_arrest,-31.903998074099178,-43.97522238100581,-22.557689638483765
97,32,17,is_cardiac_arrest,-34.79454570202566,-48.67236930984208,-23.794099658235666
89,33,17,is_cardiac_arrest,-37.11701857025773,-50.42608186012711,-25.345266190025058
78,34,17,is_cardiac_arrest,-39.10635712228472,-55.27484229441532,-28.280693096897636
71,35,17,is_cardiac_arrest,-42.31583710366783,-59.64202744384849,-31.282051968242
67,36,17,is_cardiac_arrest,-42.03759202859118,-64.7265625156181,-26.805175390723377
63,37,17,is_cardiac_arrest,-42.80316546315419,-60.13626368008693,-28.05369575666964
59,38,17,is_cardiac_arrest,-39.54870190062388,-59.22870892655311,-21.247522391232792
53,39,17,is_cardiac_arrest,-36.11294555078908,-60.45708060372405,-14.995624759580153
49,40,17,is_cardiac_arrest,-37.45894018920535,-58.923331322697095,-20.6452548111844
786,5,18,is_cardiac_arrest,-18.05600820706121,-111.64242464365842,54.44468519553601
775,6,18,is_cardiac_arrest,-41.71098118777539,-67.2628204797065,-14.29967589579374
765,7,18,is_cardiac_arrest,-41.724674270625854,-60.92939690387166,-19.969805465216126
736,8,18,is_cardiac_arrest,-45.44133892278529,-60.04472358552266,-33.11858608787517
701,9,18,is_cardiac_arrest,-47.98504600417732,-56.888103232700644,-35.25235944112836
660,10,18,is_cardiac_arrest,-46.02494229499081,-55.079530175691986,-36.98633145812656
617,11,18,is_cardiac_arrest,-40.93156286235106,-46.454384317655325,-34.1638234084719
571,12,18,is_cardiac_arrest,-37.93100806338856,-45.061309514841895,-30.924824246611593
517,13,18,is_cardiac_arrest,-35.31997950818078,-41.801127135578355,-29.077912503448914
476,14,18,is_cardiac_arrest,-35.63078749069285,-41.663044428198845,-29.293000634453136
447,15,18,is_cardiac_arrest,-34.77760998108408,-41.98956130614823,-29.959040413239904
409,16,18,is_cardiac_arrest,-33.726398886619336,-41.33038178154146,-28.585832680843083
370,17,18,is_cardiac_arrest,-34.07073499325779,-40.18191456007179,-28.54925717617533
332,18,18,is_cardiac_arrest,-33.819762290190226,-40.70716977232527,-26.506905843405377
304,19,18,is_cardiac_arrest,-34.25723851093679,-41.64582747422074,-29.654757464267476
278,20,18,is_cardiac_arrest,-34.61892885404657,-41.706444047405824,-28.536057678295094
248,21,18,is_cardiac_arrest,-35.87067982966744,-44.54383764745475,-28.33808759926316
229,22,18,is_cardiac_arrest,-37.028320244750034,-43.85129699314902,-30.887765535475722
207,23,18,is_cardiac_arrest,-37.26657858476747,-43.4583407777497,-32.12373195987573
190,24,18,is_cardiac_arrest,-38.3766113345153,-45.7823614516349,-31.582809957117178
173,25,18,is_cardiac_arrest,-38.758964086629334,-46.565177053059756,-32.3691379047265
164,26,18,is_cardiac_arrest,-37.33719137593056,-45.81956204638948,-30.431242622626513
154,27,18,is_cardiac_arrest,-38.02504030095187,-45.271953347641755,-29.35198910506452
144,28,18,is_cardiac_arrest,-39.38233721419988,-50.06366021395223,-30.886297080167395
127,29,18,is_cardiac_arrest,-36.983879187267235,-50.34576154413975,-27.762782471591407
116,30,18,is_cardiac_arrest,-41.85904523545102,-52.70757134705073,-33.99825105234092
105,31,18,is_cardiac_arrest,-42.39262428972694,-52.111341879872725,-32.855182356852
98,32,18,is_cardiac_arrest,-41.568027709247104,-52.95076134834028,-30.994958844511416
82,33,18,is_cardiac_arrest,-40.966417261669676,-53.30033920156038,-27.863604032942135
76,34,18,is_cardiac_arrest,-41.32270066928544,-54.68879984167333,-29.668450697282367
70,35,18,is_cardiac_arrest,-44.796592180530666,-60.02375087946214,-30.6323859559935
66,36,18,is_cardiac_arrest,-45.249466229699294,-59.110783288904344,-32.818854241598444
59,37,18,is_cardiac_arrest,-55.23613184738687,-67.31367903418808,-38.3806508699588
54,38,18,is_cardiac_arrest,-55.53908034828419,-77.7050161451759,-39.537305092794156
52,39,18,is_cardiac_arrest,-50.90830398927534,-76.31571577727206,-32.3596231037028
47,40,18,is_cardiac_arrest,-57.26628759655634,-84.9076988998298,-26.80136164326646
775,5,19,is_cardiac_arrest,-9.446478492114466,-52.34336836141904,29.446766355675948
768,6,19,is_cardiac_arrest,-26.455244031786748,-57.78567265542341,4.013905833927225
758,7,19,is_cardiac_arrest,-29.131824726547904,-51.154014510061245,-9.735138399458492
727,8,19,is_cardiac_arrest,-38.34657787942831,-50.1437379372054,-27.880315408737943
698,9,19,is_cardiac_arrest,-43.45266927664707,-56.21245335429481,-29.636800330537568
654,10,19,is_cardiac_arrest,-37.40732170835764,-48.98647808437508,-28.324728891982033
610,11,19,is_cardiac_arrest,-36.78246660309139,-45.36754168781397,-29.781875109030807
566,12,19,is_cardiac_arrest,-34.89763859747197,-44.35499173370326,-27.907106448068276
531,13,19,is_cardiac_arrest,-33.4913843686966,-40.001353001712175,-26.655289459762884
493,14,19,is_cardiac_arrest,-33.448283929129275,-38.775277439250004,-28.01447871111432
453,15,19,is_cardiac_arrest,-31.038727244559908,-37.15390452405882,-24.72991711321572
417,16,19,is_cardiac_arrest,-31.872344682213253,-38.21813999102105,-26.398480685261916
374,17,19,is_cardiac_arrest,-31.941823551764088,-37.516304623018556,-28.10092335455667
338,18,19,is_cardiac_arrest,-32.46887589573333,-39.35073533826289,-25.508095741252077
303,19,19,is_cardiac_arrest,-31.457261753004303,-38.922405806145065,-25.22032595564255
278,20,19,is_cardiac_arrest,-34.287322804071124,-42.82994813002048,-29.466756809760255
255,21,19,is_cardiac_arrest,-34.11873974493477,-41.183045792163625,-26.470446524677186
231,22,19,is_cardiac_arrest,-34.881894800250024,-41.09654636933905,-26.684778029298116
211,23,19,is_cardiac_arrest,-36.346472860971716,-46.55019816252292,-28.687213041540048
199,24,19,is_cardiac_arrest,-34.4928941258851,-43.636748897685464,-27.029660603265626
183,25,19,is_cardiac_arrest,-33.71738569055913,-41.84841758774732,-25.519886175658286
173,26,19,is_cardiac_arrest,-33.81267805449977,-44.800166442084986,-24.378285242503495
163,27,19,is_cardiac_arrest,-34.53187715395609,-44.727560094795706,-24.064749133813876
150,28,19,is_cardiac_arrest,-32.2714006987664,-43.58007918193934,-21.905339170698852
132,29,19,is_cardiac_arrest,-32.0486148165983,-43.73085932541011,-21.848092482846425
119,30,19,is_cardiac_arrest,-29.54303761833151,-42.66643262996948,-19.341816301262895
105,31,19,is_cardiac_arrest,-32.55429816608833,-45.9209923220086,-19.23941112338923
96,32,19,is_cardiac_arrest,-33.9447206033083,-48.310720658207345,-22.98323761892229
83,33,19,is_cardiac_arrest,-45.753075906608785,-60.33469866971848,-31.668940001028716
80,34,19,is_cardiac_arrest,-44.98858734982355,-60.90528838698157,-33.37189540384688
73,35,19,is_cardiac_arrest,-47.91583501717341,-65.92839484706258,-36.55716905566584
63,36,19,is_cardiac_arrest,-47.438489581043456,-67.97838078111477,-34.75617966714066
56,37,19,is_cardiac_arrest,-55.89280543665731,-81.37802884203816,-40.72707776050899
51,38,19,is_cardiac_arrest,-60.46521017476388,-83.9739042144858,-45.49146594118366
50,39,19,is_cardiac_arrest,-60.20828902471928,-85.39709889328486,-42.44562169048319
47,40,19,is_cardiac_arrest,-63.22342677437675,-90.72847842987557,-50.37336105840046
773,5,20,is_cardiac_arrest,-40.40166432971415,-70.91874065366679,-2.508345683813218
765,6,20,is_cardiac_arrest,-39.813430591500804,-68.0895394066269,-13.831392602556406
748,7,20,is_cardiac_arrest,-48.189131011273474,-68.31392117495278,-23.474305623558166
716,8,20,is_cardiac_arrest,-37.72537343607482,-52.56766784595865,-24.645963485409737
686,9,20,is_cardiac_arrest,-37.15947341145133,-47.11440437071843,-27.29565023858231
647,10,20,is_cardiac_arrest,-37.52676701097161,-48.45334966322088,-26.326174806282125
603,11,20,is_cardiac_arrest,-35.57851728351761,-43.85972224011704,-28.945283522279453
558,12,20,is_cardiac_arrest,-35.07859151016504,-42.33032346827352,-27.776445535784234
523,13,20,is_cardiac_arrest,-35.21884077218442,-42.604646936701016,-28.67936376704239
490,14,20,is_cardiac_arrest,-33.701805090375274,-40.46570351660941,-26.720522431358233
451,15,20,is_cardiac_arrest,-31.612890147862146,-37.179933646737254,-25.019760528773674
407,16,20,is_cardiac_arrest,-32.2470780714342,-40.39274347191585,-26.15357363311753
370,17,20,is_cardiac_arrest,-30.459098299756448,-36.79257732227617,-24.96917777221188
333,18,20,is_cardiac_arrest,-30.569726420232854,-36.88474232367378,-23.868003633030497
299,19,20,is_cardiac_arrest,-30.31151662056058,-36.422488510990746,-23.065112556238063
270,20,20,is_cardiac_arrest,-30.47671697563618,-37.04466139125469,-23.385604355431667
250,21,20,is_cardiac_arrest,-30.159141661582595,-38.41049469894534,-23.665637993356057
225,22,20,is_cardiac_arrest,-32.7415130220744,-41.509375324441834,-26.49873612363129
199,23,20,is_cardiac_arrest,-33.620354336917046,-41.58507368945996,-26.542143105978198
190,24,20,is_cardiac_arrest,-33.166542612173686,-43.33869503199003,-25.501327050530307
174,25,20,is_cardiac_arrest,-33.927576872059944,-44.74768263119992,-25.55347001234395
165,26,20,is_cardiac_arrest,-32.77074789472866,-41.84748752940234,-23.549360067221755
153,27,20,is_cardiac_arrest,-35.72196097745021,-47.50547682815247,-26.1204911850528
139,28,20,is_cardiac_arrest,-33.74055721965095,-44.32239713407614,-23.88215131658737
127,29,20,is_cardiac_arrest,-31.334274672211194,-46.814527628438896,-19.58293217796617
115,30,20,is_cardiac_arrest,-32.45025747636487,-46.259291836905675,-22.573009711029272
104,31,20,is_cardiac_arrest,-32.50146659893895,-45.54448127143857,-19.67290132410136
96,32,20,is_cardiac_arrest,-31.13173033597525,-42.24036647109301,-17.56134977095516
87,33,20,is_cardiac_arrest,-30.481021007391405,-49.952982155880676,-18.872700826730693
81,34,20,is_cardiac_arrest,-31.849242318840396,-47.91452448971276,-16.140461718084055
73,35,20,is_cardiac_arrest,-35.31158316063639,-53.78651629097865,-22.702005123075736
65,36,20,is_cardiac_arrest,-36.916606817203615,-48.651530740368855,-18.825567967274964
61,37,20,is_cardiac_arrest,-35.7556582947432,-55.18161075194857,-21.083665902610562
55,38,20,is_cardiac_arrest,-32.57020911036108,-60.679530297294235,-11.157584113381006
53,39,20,is_cardiac_arrest,-30.197718760077635,-61.61120208510124,-12.450258524565442
50,40,20,is_cardiac_arrest,-31.969336653641705,-65.00566002889039,-12.417214301609022
771,5,21,is_cardiac_arrest,-5.730421449486556,-26.742807774614988,12.042807542031028
762,6,21,is_cardiac_arrest,-31.911194456674508,-54.39937503330617,-12.670683836001047
748,7,21,is_cardiac_arrest,-43.872289177850575,-65.71361886997727,-25.21710413685949
718,8,21,is_cardiac_arrest,-37.09664281427814,-49.40334477340369,-25.87472848750093
690,9,21,is_cardiac_arrest,-39.60832382531302,-50.62649000412924,-28.412008886742342
645,10,21,is_cardiac_arrest,-42.402708728385875,-52.54054685617635,-33.9380445312419
603,11,21,is_cardiac_arrest,-39.907419323102886,-48.48531351681734,-30.818928848786953
554,12,21,is_cardiac_arrest,-37.89358479491918,-45.19766674884701,-32.50158815582691
525,13,21,is_cardiac_arrest,-36.165197386039864,-43.924878627173,-27.53524273998235
485,14,21,is_cardiac_arrest,-37.45841261699425,-44.89208302349007,-30.39879846222189
440,15,21,is_cardiac_arrest,-38.15955333877636,-44.66186037168745,-33.25712106406712
404,16,21,is_cardiac_arrest,-35.67424686617352,-42.078363801159696,-31.130564060928123
370,17,21,is_cardiac_arrest,-34.490033440486116,-41.654285570153945,-28.346964943223412
340,18,21,is_cardiac_arrest,-35.560588618331394,-42.3647192960625,-28.632209029086198
303,19,21,is_cardiac_arrest,-32.878232880853005,-39.915526886235,-26.697107301451723
271,20,21,is_cardiac_arrest,-34.31141784196535,-41.78489227785383,-29.6981976740079
250,21,21,is_cardiac_arrest,-32.37295775252991,-38.99308276483106,-24.988339616634477
232,22,21,is_cardiac_arrest,-35.027282179463725,-42.11445204454549,-27.924059985133482
209,23,21,is_cardiac_arrest,-36.582043697391924,-46.13745585882495,-28.12169494782887
189,24,21,is_cardiac_arrest,-37.853979628355034,-46.20002331153091,-31.12449359690865
174,25,21,is_cardiac_arrest,-38.58912531192831,-47.251833145577336,-30.878797737718628
160,26,21,is_cardiac_arrest,-39.224344506175385,-47.12190636041635,-31.459575774879767
153,27,21,is_cardiac_arrest,-39.13490695395373,-48.15068323831704,-30.886551476205824
142,28,21,is_cardiac_arrest,-38.826756714262615,-47.16676119800832,-30.604171513464763
125,29,21,is_cardiac_arrest,-32.16845278246066,-40.29191091629892,-22.45186887240382
116,30,21,is_cardiac_arrest,-32.597390520563266,-44.35078226441894,-24.09625446699937
